"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
2.915380176E2,1.281663299E0,2.418334007E0,2.401645660E0
2.915428671E2,1.254852176E0,1.607146740E0,3.253650665E0
2.915477176E2,1.104925394E0,6.243963242E-1,4.186871529E0
2.915525670E2,8.276773691E-1,-3.040125370E-1,4.948591232E0
2.915574158E2,3.495516777E-1,-1.231959105E0,5.652125359E0
2.915622654E2,-6.652882695E-2,-2.110455513E0,6.226525307E0
2.915671158E2,-3.632750511E-1,-2.922376394E0,6.632269859E0
2.915719653E2,-5.722929835E-1,-3.600510836E0,6.796378136E0
2.915768140E2,-7.807980776E-1,-4.080162525E0,6.822826385E0
2.915816636E2,-9.179385304E-1,-4.296694279E0,6.633631706E0
2.915865140E2,-9.296312928E-1,-4.333971024E0,6.265653610E0
2.915913635E2,-7.834999561E-1,-4.098288059E0,5.700434685E0
2.915962122E2,-4.705333710E-1,-3.601167917E0,5.022284508E0
2.916010618E2,-4.612259567E-2,-2.990034580E0,4.214831352E0
2.916059122E2,5.135083199E-1,-2.361234903E0,3.400183678E0
2.916107617E2,1.097972870E0,-1.683681250E0,2.556667328E0
2.916156104E2,1.570618153E0,-9.141533375E-1,1.834761620E0
2.916204600E2,1.938597918E0,-1.646096706E-1,1.157552719E0
2.916253104E2,2.199677229E0,5.683622360E-1,5.102796555E-1
2.916301599E2,2.399590492E0,1.202096701E0,-3.568077087E-2
2.916350086E2,2.500424623E0,1.728095055E0,-5.333395004E-1
2.916398582E2,2.543110371E0,2.128839493E0,-1.007121086E0
2.916447086E2,2.568920135E0,2.403399467E0,-1.404839993E0
2.916495581E2,2.600608110E0,2.533769131E0,-1.679039478E0
2.916544069E2,2.567481279E0,2.550317526E0,-1.957083702E0
2.916592564E2,2.487079144E0,2.488023758E0,-2.210737228E0
2.916641068E2,2.350203991E0,2.353020430E0,-2.418966770E0
2.916689563E2,2.116946220E0,2.160668135E0,-2.548708439E0
2.916738051E2,1.881347656E0,1.950204372E0,-2.600419998E0
2.916786546E2,1.591139913E0,1.676957846E0,-2.610376835E0
2.916835050E2,1.303721189E0,1.372512579E0,-2.679255962E0
2.916883545E2,1.006777763E0,1.034832239E0,-2.799966335E0
2.916932033E2,7.547811270E-1,7.617018223E-1,-3.039313793E0
2.916980528E2,5.003107786E-1,4.622771740E-1,-3.093523979E0
2.917029032E2,3.393318057E-1,1.098964214E-1,-3.194617748E0
2.917077527E2,1.996642053E-1,-1.499125957E-1,-3.356730461E0
2.917126015E2,7.585127652E-2,-3.079268932E-1,-3.524702072E0
2.917174510E2,-1.042600125E-1,-4.174835682E-1,-3.676769257E0
2.917223014E2,-2.599483728E-1,-4.982113838E-1,-3.819957256E0
2.917271509E2,-3.866738677E-1,-5.652649403E-1,-3.953977108E0
2.917319997E2,-4.417498112E-1,-6.383380890E-1,-4.083414078E0
2.917368492E2,-4.808615744E-1,-6.774799824E-1,-4.224756718E0
2.917416996E2,-4.684953690E-1,-7.024049759E-1,-4.322800159E0
2.917465491E2,-4.671198726E-1,-7.233579159E-1,-4.413231373E0
2.917513979E2,-4.723752737E-1,-7.622478008E-1,-4.472027302E0
2.917562474E2,-4.940271676E-1,-7.572042942E-1,-4.453694344E0
2.917610978E2,-4.864798784E-1,-7.518730164E-1,-4.425082684E0
2.917659473E2,-4.568143487E-1,-7.272906303E-1,-4.378976822E0
2.917707961E2,-4.193692803E-1,-6.835348606E-1,-4.327341557E0
2.917756457E2,-4.001965225E-1,-6.279063225E-1,-4.274922848E0
2.917804960E2,-3.607622981E-1,-5.390083790E-1,-4.219285011E0
2.917853455E2,-3.009074032E-1,-4.239959717E-1,-4.177185059E0
2.917901943E2,-2.252556086E-1,-2.923505306E-1,-4.129511356E0
2.917950439E2,-1.501090825E-1,-1.749546528E-1,-4.064377785E0
2.917998943E2,-6.805667281E-2,-6.667542458E-2,-4.017782211E0
2.918047437E2,2.368605137E-2,5.908155441E-2,-3.987396240E0
2.918095925E2,1.082653403E-1,1.788814068E-1,-3.990121841E0
2.918144421E2,1.402437389E-1,3.266434669E-1,-3.954342842E0
2.918192924E2,1.821140647E-1,4.499497414E-1,-3.834751129E0
2.918241419E2,2.149064541E-1,5.967700481E-1,-3.696049213E0
2.918289907E2,2.554034591E-1,7.169687748E-1,-3.607641697E0
2.918338403E2,2.363400012E-1,8.323669434E-1,-3.481106758E0
2.918386907E2,1.577042341E-1,9.094958305E-1,-3.338012695E0
2.918435402E2,9.068207443E-2,9.794852734E-1,-3.233392715E0
2.918483889E2,2.286174893E-2,1.054463148E0,-3.071630478E0
2.918532385E2,-3.187432885E-3,1.132025957E0,-2.883888721E0
2.918580889E2,-4.020567238E-2,1.185921192E0,-2.658269405E0
2.918629384E2,-1.001929641E-1,1.223352432E0,-2.409166336E0
2.918677871E2,-1.593789309E-1,1.263630867E0,-2.153411388E0
2.918726367E2,-1.750042439E-1,1.297346115E0,-1.836085320E0
2.918774871E2,-1.856903732E-1,1.271898985E0,-1.478785515E0
2.918823366E2,-2.227028757E-1,1.242466211E0,-1.148553848E0
2.918871853E2,-2.394057512E-1,1.237744570E0,-6.301259995E-1
2.918920349E2,-1.704868823E-1,1.224115610E0,-1.651782990E-1
2.918968853E2,-1.206518635E-1,1.194251299E0,2.799043655E-1
2.919017348E2,-8.662364632E-2,1.164856434E0,7.458267212E-1
2.919065835E2,-2.453055978E-2,1.128756523E0,1.146481514E0
2.919114331E2,6.154242903E-2,1.061883211E0,1.525056839E0
2.919162835E2,1.122158021E-1,1.019270658E0,1.869613647E0
2.919211330E2,2.140547633E-1,9.768722057E-1,2.139582634E0
2.919259817E2,2.885791659E-1,9.727284908E-1,2.416439056E0
2.919308313E2,3.263092041E-1,9.708149433E-1,2.609355927E0
2.919356817E2,3.533135951E-1,9.517297745E-1,2.785500526E0
2.919405312E2,2.732272446E-1,9.701666832E-1,2.801563263E0
2.919453799E2,1.644756496E-1,1.030694962E0,2.794110298E0
2.919502295E2,4.772563279E-2,1.140431881E0,2.715352058E0
2.919550799E2,-3.233584762E-2,1.203505993E0,2.608488083E0
2.919599294E2,-5.719411373E-2,1.274865389E0,2.452077866E0
2.919647781E2,-9.900949895E-2,1.337760210E0,2.282050133E0
2.919696277E2,-1.459903419E-1,1.413713455E0,2.096035957E0
2.919744781E2,-2.649810314E-1,1.478798628E0,1.903628349E0
2.919793276E2,-3.676460981E-1,1.619326591E0,1.726262093E0
2.919841764E2,-4.325926602E-1,1.821343422E0,1.501545906E0
2.919890259E2,-5.221680403E-1,2.003903389E0,1.267611504E0
2.919938763E2,-5.651827455E-1,2.253604174E0,9.788150787E-1
2.919987258E2,-5.192644596E-1,2.491905689E0,6.230506897E-1
2.920035745E2,-3.686587811E-1,2.695733547E0,3.076171875E-1
2.920084241E2,-1.051566303E-1,2.866105080E0,1.525688171E-2
2.920132745E2,1.231931001E-1,3.250492334E0,-2.546215057E-1
2.920181240E2,1.934118867E-1,3.601366997E0,-2.109737396E-1
2.920229728E2,2.102902234E-1,3.888706923E0,1.621103287E-1
2.920278223E2,1.669284999E-1,4.005415440E0,8.999671936E-1
2.920326727E2,1.675564498E-1,3.841796160E0,1.978307724E0
2.920375222E2,2.631491423E-1,3.345012188E0,3.337320328E0
2.920423709E2,4.666619003E-1,2.653648376E0,4.728315353E0
2.920472205E2,5.484120250E-1,1.884254694E0,5.840831757E0
2.920520709E2,4.610221982E-1,1.213085175E0,6.991201401E0
2.920569204E2,2.840726972E-1,4.981713295E-1,7.986008644E0
2.920617692E2,7.636801153E-2,-2.394311428E-1,8.600888252E0
2.920666187E2,-1.855773032E-1,-9.576439857E-1,8.901282310E0
2.920714691E2,-5.404275656E-1,-1.595239162E0,8.880809784E0
2.920763186E2,-9.605500102E-1,-2.110251904E0,8.502039909E0
2.920811673E2,-1.369176269E0,-2.484708071E0,7.828022957E0
2.920860169E2,-1.766333580E0,-2.595473766E0,6.888228416E0
2.920908673E2,-2.087819815E0,-2.460184813E0,5.819471359E0
2.920957168E2,-2.246780157E0,-2.101410151E0,4.880370140E0
2.921005656E2,-2.254709721E0,-1.766425610E0,3.946604729E0
2.921054151E2,-2.173181772E0,-1.417627931E0,3.030265808E0
2.921102655E2,-2.039658308E0,-1.067501545E0,2.286827087E0
2.921151150E2,-1.890321732E0,-7.454710007E-1,1.639727592E0
2.921199637E2,-1.756549478E0,-4.731767178E-1,1.096007347E0
2.921248133E2,-1.701058745E0,-2.525374889E-1,6.242609024E-1
2.921296637E2,-1.673477888E0,-7.802534103E-2,1.978511810E-1
2.921345132E2,-1.678297877E0,-1.323819160E-2,-7.837104797E-2
2.921393620E2,-1.669493318E0,-2.110791206E-2,-2.527456284E-1
2.921442115E2,-1.632310748E0,-1.026532650E-1,-3.042840958E-1
2.921490619E2,-1.574849248E0,-2.451629639E-1,-2.596216202E-1
2.921539114E2,-1.531810641E0,-4.692487717E-1,-9.043407440E-2
2.921587602E2,-1.463690519E0,-7.001316547E-1,1.216545105E-1
2.921636097E2,-1.421858668E0,-9.587156773E-1,3.668193817E-1
2.921684601E2,-1.373997450E0,-1.194078922E0,5.491237640E-1
2.921733096E2,-1.302897930E0,-1.336339474E0,5.895195007E-1
2.921781584E2,-1.296694756E0,-1.351963997E0,5.024423599E-1
2.921830079E2,-1.282237411E0,-1.451575637E0,4.888858795E-1
2.921878583E2,-1.172982812E0,-1.542307258E0,3.408737183E-1
2.921927078E2,-1.038420796E0,-1.648133159E0,1.422615051E-1
2.921975566E2,-9.452133775E-1,-1.702408552E0,-6.136322021E-2
2.922024061E2,-9.129539132E-1,-1.712430954E0,-4.445304871E-1
2.922072565E2,-9.187879562E-1,-1.640118480E0,-9.471769333E-1
2.922121060E2,-9.324711561E-1,-1.478804946E0,-1.506830692E0
2.922169547E2,-9.454299808E-1,-1.329486370E0,-2.087371826E0
2.922218043E2,-8.892320991E-1,-1.180482864E0,-2.614531994E0
2.922266547E2,-7.742213607E-1,-1.003550768E0,-3.076249123E0
2.922315042E2,-6.509358287E-1,-8.757441044E-1,-3.470032215E0
2.922363530E2,-5.293151140E-1,-7.470662594E-1,-3.826944351E0
2.922412025E2,-4.071555734E-1,-6.179008484E-1,-4.137324333E0
2.922460529E2,-3.665145636E-1,-4.836268425E-1,-4.437020779E0
2.922509024E2,-3.905135691E-1,-3.586978912E-1,-4.685352325E0
2.922557511E2,-4.076690078E-1,-2.407021523E-1,-4.891928196E0
2.922606007E2,-3.796617389E-1,-1.299009323E-1,-5.030385017E0
2.922654511E2,-3.638039231E-1,-5.268979073E-2,-5.098359108E0
2.922703006E2,-3.502997458E-1,3.635740280E-2,-5.103073597E0
2.922751494E2,-3.313348293E-1,8.728528023E-2,-4.996873856E0
2.922799989E2,-3.135567904E-1,7.627868652E-2,-4.865988731E0
2.922848493E2,-2.628785372E-1,4.906415939E-2,-4.681833267E0
2.922896988E2,-2.433009446E-1,1.539587975E-2,-4.466061115E0
2.922945476E2,-2.281955779E-1,-4.106736183E-2,-4.264288902E0
2.922993971E2,-2.456913143E-1,-7.199358940E-2,-4.031265259E0
2.923042475E2,-2.979546785E-1,-8.660221100E-2,-3.803048134E0
2.923090970E2,-3.704467714E-1,-1.203362942E-1,-3.596552372E0
2.923139458E2,-4.413217306E-1,-1.416540146E-1,-3.359339237E0
2.923187953E2,-4.886601567E-1,-1.886737347E-1,-3.096329689E0
2.923236457E2,-5.342589617E-1,-2.775208950E-1,-2.810176373E0
2.923284952E2,-5.850008130E-1,-3.577518463E-1,-2.563187599E0
2.923333440E2,-6.191855669E-1,-4.246931076E-1,-2.293138504E0
2.923381935E2,-6.944740415E-1,-4.805579185E-1,-2.047959328E0
2.923430439E2,-7.798591256E-1,-4.391796589E-1,-1.808543205E0
2.923478934E2,-8.513909578E-1,-3.795926571E-1,-1.610763550E0
2.923527421E2,-9.046250582E-1,-3.113050461E-1,-1.437854290E0
2.923575917E2,-9.542404413E-1,-2.582612038E-1,-1.289767265E0
2.923624421E2,-9.740741253E-1,-2.278401852E-1,-1.097037792E0
2.923672916E2,-1.007305622E0,-1.794738770E-1,-9.266281128E-1
2.923721404E2,-1.029972672E0,-1.540496349E-1,-7.521257401E-1
2.923769899E2,-1.018434405E0,-1.255035400E-1,-5.877599716E-1
2.923818403E2,-1.025219440E0,-5.356192589E-2,-4.405469894E-1
2.923866898E2,-1.002610803E0,-7.883787155E-3,-3.151302338E-1
2.923915385E2,-9.410585165E-1,2.802848816E-2,-2.018070221E-1
2.923963881E2,-8.956375122E-1,5.385899544E-2,-1.195507050E-1
2.924012385E2,-7.948482037E-1,1.243910789E-1,-4.190826416E-2
2.924060880E2,-7.585072517E-1,1.747419834E-1,1.690769196E-2
2.924109368E2,-6.649477482E-1,2.167229652E-1,4.267311096E-2
2.924157863E2,-6.079509258E-1,2.429006100E-1,6.666183472E-2
2.924206367E2,-5.231619477E-1,3.154017925E-1,1.343555450E-1
2.924254862E2,-4.367925227E-1,3.695003986E-1,2.409639359E-1
2.924303349E2,-3.103531599E-1,4.170618057E-1,3.769178391E-1
2.924351845E2,-1.341937482E-1,4.078226089E-1,5.661172867E-1
2.924400349E2,-6.008446217E-3,3.848397732E-1,7.535114288E-1
2.924448844E2,1.463800669E-1,4.510409832E-1,9.294853210E-1
2.924497331E2,2.276306152E-1,5.229780674E-1,1.115411758E0
2.924545827E2,3.046845794E-1,5.291645527E-1,1.308793068E0
2.924594331E2,4.088353515E-1,5.153322220E-1,1.509519577E0
2.924642826E2,4.492601752E-1,4.867305756E-1,1.700651169E0
2.924691314E2,5.148512125E-1,4.266571999E-1,1.898910522E0
2.924739809E2,5.651671886E-1,3.642840385E-1,2.087340355E0
2.924788313E2,6.385115981E-1,2.760491371E-1,2.239492416E0
2.924836808E2,6.772561669E-1,1.934351921E-1,2.340906143E0
2.924885295E2,6.810452342E-1,1.429882050E-1,2.365249634E0
2.924933791E2,6.795991659E-1,2.324857712E-1,2.477434158E0
2.924982295E2,6.954217553E-1,3.641033173E-1,2.478644371E0
2.925030790E2,7.481333017E-1,4.901838303E-1,2.318671227E0
2.925079278E2,7.616376877E-1,6.516985893E-1,2.074064255E0
2.925127773E2,8.098829985E-1,8.036599159E-1,1.677766800E0
2.925176277E2,8.612807989E-1,9.777703285E-1,1.215799332E0
2.925224772E2,9.155346155E-1,1.238947392E0,7.813386917E-1
2.925273259E2,9.410655499E-1,1.547195435E0,4.385833740E-1
2.925321755E2,9.996247888E-1,1.857746601E0,1.799345016E-1
2.925370259E2,1.021546602E0,2.180805206E0,1.697063446E-2
2.925418754E2,9.824808836E-1,2.404745102E0,-6.748771667E-2
2.925467241E2,8.720694184E-1,2.468108177E0,-1.157855988E-2
2.925515737E2,6.310815811E-1,2.489069462E0,1.077318192E-1
2.925564241E2,3.467239141E-1,2.190604210E0,4.696531296E-1
2.925612735E2,1.375981420E-1,1.621008396E0,9.304838181E-1
2.925661223E2,3.201814741E-2,9.211378098E-1,1.538290977E0
2.925709719E2,-1.127335727E-1,1.668500900E-1,2.341202736E0
2.925758222E2,-2.978460491E-1,-6.022522449E-1,3.157877922E0
2.925806718E2,-4.275795817E-1,-1.222538948E0,3.704485893E0
2.925855205E2,-6.644429564E-1,-1.850889325E0,4.288072586E0
2.925903701E2,-8.163744807E-1,-2.574968815E0,4.804112434E0
2.925952205E2,-7.951014638E-1,-3.195612192E0,5.100420952E0
2.926000699E2,-7.537965775E-1,-3.655040741E0,5.264065742E0
2.926049187E2,-6.397043467E-1,-3.964937449E0,5.315002441E0
2.926097682E2,-4.816905558E-1,-4.071919441E0,5.100748062E0
2.926146186E2,-2.464091629E-1,-3.956449509E0,4.686681747E0
2.926194681E2,5.852620304E-2,-3.557778835E0,4.154589653E0
2.926243169E2,3.729915917E-1,-2.955992222E0,3.531044960E0
2.926291665E2,7.875248790E-1,-2.266251802E0,2.887797356E0
2.926340168E2,1.242213607E0,-1.517215610E0,2.251011848E0
2.926388664E2,1.680159211E0,-8.973100185E-1,1.682594299E0
2.926437151E2,2.092086554E0,-2.812538147E-1,1.098464966E0
2.926485646E2,2.394071579E0,3.751738071E-1,4.671468735E-1
2.926534151E2,2.505141258E0,9.773960114E-1,-1.805887222E-1
2.926582645E2,2.533523798E0,1.488620758E0,-7.495326996E-1
2.926631133E2,2.472167730E0,1.869866133E0,-1.249867439E0
2.926679629E2,2.376544952E0,2.124784708E0,-1.713123322E0
2.926728132E2,2.246462584E0,2.219099522E0,-2.096800804E0
2.926776627E2,2.077108622E0,2.168568850E0,-2.408596992E0
2.926825115E2,1.895296812E0,1.993432522E0,-2.589162827E0
2.926873610E2,1.663566351E0,1.773511410E0,-2.684383392E0
2.926922114E2,1.394212723E0,1.509520054E0,-2.742444038E0
2.926970609E2,1.113824725E0,1.199674129E0,-2.746872425E0
2.927019097E2,8.754514456E-1,8.918576241E-1,-2.779051781E0
2.927067592E2,6.767588854E-1,6.340026855E-1,-2.798349857E0
2.927116096E2,5.444503427E-1,4.087626934E-1,-2.797419071E0
2.927164591E2,4.334324002E-1,2.105457783E-1,-2.768836975E0
2.927213079E2,3.604577780E-1,6.028604507E-2,-2.779387474E0
2.927261574E2,2.631313205E-1,-2.572083473E-2,-2.828875542E0
2.927310078E2,1.939666420E-1,-9.103655815E-2,-2.921865940E0
2.927358573E2,1.335164905E-1,-1.264643669E-1,-3.053391457E0
2.927407060E2,9.104837477E-2,-1.515614986E-1,-3.201733589E0
2.927455556E2,4.943999648E-2,-1.786811352E-1,-3.371506214E0
2.927504060E2,3.256851435E-2,-2.132711411E-1,-3.469195843E0
2.927552555E2,2.103656530E-2,-2.390935421E-1,-3.576009274E0
2.927601043E2,-1.668947935E-2,-2.662231922E-1,-3.682196617E0
2.927649538E2,-5.696206540E-2,-2.974350452E-1,-3.751760960E0
2.927698042E2,-8.100324869E-2,-3.212099075E-1,-3.782207966E0
2.927746537E2,-1.296140552E-1,-3.352828026E-1,-3.814203262E0
2.927795024E2,-1.861585677E-1,-3.376004696E-1,-3.795035839E0
2.927843520E2,-2.098699808E-1,-3.141009808E-1,-3.786851406E0
2.927892024E2,-2.369147241E-1,-2.955677509E-1,-3.753885269E0
2.927940519E2,-2.311279178E-1,-2.773737907E-1,-3.720027924E0
2.927989006E2,-2.185786664E-1,-2.378790379E-1,-3.692496777E0
2.928037502E2,-2.085649520E-1,-1.792786121E-1,-3.647449970E0
2.928086006E2,-1.841257811E-1,-1.013181210E-1,-3.596957207E0
2.928134501E2,-1.474689990E-1,5.550861359E-3,-3.543417454E0
2.928182989E2,-1.155665219E-1,1.273860931E-1,-3.534795284E0
2.928231484E2,-7.421204448E-2,2.261302471E-1,-3.492194176E0
2.928279987E2,-9.995156527E-2,3.304545879E-1,-3.465843678E0
2.928328483E2,-1.234158128E-1,4.502565861E-1,-3.472570419E0
2.928376970E2,-1.615289748E-1,5.761761665E-1,-3.486099243E0
2.928425466E2,-1.569963396E-1,7.397792339E-1,-3.451592445E0
2.928473970E2,-1.505005062E-1,9.365634918E-1,-3.383570671E0
2.928522465E2,-1.206028908E-1,1.138337612E0,-3.263139248E0
2.928570952E2,-6.504339725E-2,1.331017971E0,-3.083288670E0
2.928619448E2,-4.132270813E-2,1.493461609E0,-2.868140221E0
2.928667952E2,2.906441689E-3,1.614124298E0,-2.653739929E0
2.928716446E2,6.523992121E-2,1.695662498E0,-2.440174103E0
2.928764934E2,1.099960804E-1,1.800501108E0,-2.177315712E0
2.928813430E2,7.800258696E-2,1.859366417E0,-1.850935459E0
2.928861933E2,1.988171041E-2,1.874969721E0,-1.497094154E0
2.928910428E2,-3.542128205E-2,1.847633362E0,-1.101591110E0
2.928958916E2,-8.758023381E-2,1.765294552E0,-6.524801254E-1
2.929007411E2,-1.243505925E-1,1.647046328E0,-2.239217758E-1
2.929055915E2,-1.405936629E-1,1.514358282E0,1.602201462E-1
2.929104410E2,-1.627809554E-1,1.376553059E0,4.857549667E-1
2.929152898E2,-2.146290690E-1,1.309999466E0,8.604116440E-1
2.929201393E2,-2.187605500E-1,1.254675388E0,1.276990891E0
2.929249897E2,-1.921667457E-1,1.162437439E0,1.549062729E0
2.929298392E2,-1.591953039E-1,1.104847670E0,1.789283752E0
2.929346880E2,-1.486130208E-1,1.048007011E0,2.091096878E0
2.929395375E2,-1.246341318E-1,9.818720818E-1,2.320708275E0
2.929443879E2,-8.067531884E-2,9.013988972E-1,2.511803627E0
2.929492374E2,-6.739492714E-2,8.131232262E-1,2.652727127E0
2.929540861E2,-5.607265234E-2,7.833471298E-1,2.923110962E0
2.929589357E2,-1.322486997E-2,7.158625126E-1,3.215368271E0
2.929637861E2,2.555245161E-2,6.889092922E-1,3.489071846E0
2.929686356E2,2.682229877E-2,6.565086842E-1,3.763549805E0
2.929734844E2,2.489507198E-3,7.134931087E-1,3.890851021E0
2.929783339E2,6.280615926E-3,7.064430714E-1,4.205999374E0
2.929831843E2,1.436459422E-1,6.759769917E-1,4.228201866E0
2.929880338E2,1.800275892E-1,7.033176422E-1,4.110918999E0
2.929928826E2,1.226915419E-1,8.244187832E-1,3.928425789E0
2.929977321E2,-4.394553602E-3,9.891004562E-1,3.654487610E0
2.930025825E2,-1.324303150E-1,1.181055069E0,3.238878250E0
2.930074320E2,-2.210830450E-1,1.367217064E0,2.782081604E0
2.930122807E2,-2.588039637E-1,1.557812929E0,2.257641792E0
2.930171303E2,-2.725865245E-1,1.770825863E0,1.607812881E0
2.930219807E2,-2.779097259E-1,2.033952951E0,8.967695236E-1
2.930268302E2,-3.099272847E-1,2.331559181E0,2.436656952E-1
2.930316789E2,-2.985886931E-1,2.638285637E0,-3.257083893E-1
2.930365285E2,-2.976441681E-1,2.909609795E0,-6.923284531E-1
2.930413789E2,-2.383539677E-1,3.093894243E0,-7.875413895E-1
2.930462283E2,-2.081404328E-1,3.397810459E0,-8.392801285E-1
2.930510771E2,-3.672037125E-1,3.613874435E0,-5.298948288E-1
2.930559267E2,-5.090399981E-1,3.668861866E0,4.180240631E-2
2.930607770E2,-5.816974044E-1,3.496693850E0,8.202371597E-1
2.930656266E2,-4.966438413E-1,2.988550663E0,1.757002831E0
2.930704753E2,-3.303980827E-1,2.326503277E0,2.739595413E0
2.930753248E2,-2.093251050E-1,1.610808849E0,3.698803902E0
2.930801752E2,-3.112698495E-1,9.868414402E-1,4.367124557E0
2.930850247E2,-6.580036879E-1,4.344294071E-1,5.039448738E0
2.930898735E2,-9.803488851E-1,-1.954503059E-1,5.577417374E0
2.930947230E2,-1.226178169E0,-8.201243877E-1,5.802388191E0
2.930995734E2,-1.499471307E0,-1.412106514E0,5.813338280E0
2.931044229E2,-1.794401526E0,-1.905850530E0,5.692428589E0
2.931092717E2,-2.129287243E0,-2.276385784E0,5.380546570E0
2.931141212E2,-2.444147110E0,-2.510409355E0,4.950013161E0
2.931189716E2,-2.704836607E0,-2.578092813E0,4.375043869E0
2.931238211E2,-2.867710114E0,-2.509397745E0,3.799611092E0
2.931286698E2,-2.881226063E0,-2.331943274E0,3.300549507E0
2.931335194E2,-2.751190901E0,-2.109219790E0,2.861334801E0
2.931383698E2,-2.567161083E0,-1.883129954E0,2.448719025E0
2.931432193E2,-2.324416399E0,-1.640476942E0,2.139469147E0
2.931480681E2,-2.056310892E0,-1.401143551E0,1.866672516E0
2.931529176E2,-1.769397259E0,-1.155950427E0,1.654273987E0
2.931577680E2,-1.494242549E0,-9.334323406E-1,1.456697464E0
2.931626175E2,-1.280093670E0,-7.286667824E-1,1.309761047E0
2.931674662E2,-1.085405588E0,-5.550737381E-1,1.148577690E0
2.931723158E2,-9.210271835E-1,-4.546976089E-1,9.800672531E-1
2.931771661E2,-7.453833222E-1,-3.810040951E-1,8.135070801E-1
2.931820157E2,-5.645289421E-1,-3.115298748E-1,6.892738342E-1
2.931868644E2,-4.013938904E-1,-2.693347931E-1,5.257492065E-1
2.931917140E2,-2.984650731E-1,-2.318084240E-1,3.274192810E-1
2.931965644E2,-2.074358612E-1,-2.074987888E-1,1.107273102E-1
2.932014139E2,-1.492280066E-1,-2.096087933E-1,-1.103630066E-1
2.932062626E2,-9.468846023E-2,-2.469365597E-1,-3.719911575E-1
2.932111121E2,-5.331766605E-2,-2.968130112E-1,-6.314773560E-1
2.932159626E2,-3.450903296E-2,-3.658361435E-1,-9.010124207E-1
2.932208120E2,-3.852155805E-2,-4.195532799E-1,-1.221591949E0
2.932256608E2,-6.292930245E-2,-4.315781593E-1,-1.619523048E0
2.932305104E2,-1.229302883E-1,-4.399611950E-1,-2.001545906E0
2.932353607E2,-1.618334055E-1,-4.280357361E-1,-2.446560383E0
2.932402102E2,-2.257939577E-1,-4.269208908E-1,-2.856441498E0
2.932450590E2,-2.772127986E-1,-4.082050323E-1,-3.219160080E0
2.932499085E2,-3.092667460E-1,-3.604700565E-1,-3.515457153E0
2.932547589E2,-2.865086198E-1,-3.082237244E-1,-3.773898125E0
2.932596084E2,-2.718048990E-1,-2.543177605E-1,-4.020651340E0
2.932644572E2,-2.510799766E-1,-1.777396202E-1,-4.234021664E0
2.932693067E2,-2.412162721E-1,-1.030392647E-1,-4.385134697E0
2.932741571E2,-2.398186028E-1,-6.641602516E-2,-4.478730202E0
2.932790066E2,-2.128279805E-1,-5.652880669E-2,-4.414234161E0
2.932838554E2,-1.298004687E-1,-2.123236656E-2,-4.545530796E0
2.932887049E2,-1.919109672E-1,1.508498192E-2,-4.575708866E0
2.932935553E2,-2.410114706E-1,7.121086121E-2,-4.574118137E0
2.932984048E2,-2.482026815E-1,9.413146973E-2,-4.559791565E0
2.933032535E2,-2.301050127E-1,1.267578602E-1,-4.535074711E0
2.933081031E2,-2.464894056E-1,1.354861259E-1,-4.547753811E0
2.933129535E2,-2.400478572E-1,1.706626415E-1,-4.506940842E0
2.933178030E2,-2.247606814E-1,1.772058010E-1,-4.415077686E0
2.933226517E2,-2.338368893E-1,1.769478321E-1,-4.269934177E0
2.933275012E2,-1.950934231E-1,1.606044769E-1,-4.095592499E0
2.933323517E2,-1.727673411E-1,1.237471104E-1,-3.911346912E0
2.933372011E2,-1.640814245E-1,9.054517746E-2,-3.688609600E0
2.933420499E2,-1.878229380E-1,6.610774994E-2,-3.496906281E0
2.933468995E2,-2.293797433E-1,3.151583672E-2,-3.321940422E0
2.933517498E2,-3.125154972E-1,3.685474396E-3,-3.123112202E0
2.933565993E2,-4.086847007E-1,-4.085993767E-2,-2.969952583E0
2.933614481E2,-4.846185446E-1,-9.215092659E-2,-2.776467323E0
2.933662977E2,-5.162013769E-1,-1.310019493E-1,-2.578607082E0
2.933711480E2,-5.227869153E-1,-1.332423687E-1,-2.381264210E0
2.933759975E2,-5.616924763E-1,-9.168076515E-2,-2.184473991E0
2.933808462E2,-5.420582294E-1,-5.859804153E-2,-1.983608723E0
2.933856958E2,-5.384584069E-1,1.409840584E-2,-1.805068493E0
2.933905462E2,-5.462399721E-1,8.082127571E-2,-1.624873161E0
2.933953957E2,-5.609605312E-1,1.608672142E-1,-1.450253010E0
2.934002445E2,-5.346902609E-1,2.660045624E-1,-1.264405727E0
2.934050940E2,-4.533883035E-1,3.626582623E-1,-1.093613625E0
2.934099444E2,-3.601269722E-1,4.387640953E-1,-9.306440353E-1
2.934147939E2,-3.170660734E-1,5.203275681E-1,-7.610120773E-1
2.934196427E2,-2.455531657E-1,5.713005066E-1,-5.942077637E-1
2.934244922E2,-1.603928804E-1,6.321938038E-1,-4.397029877E-1
2.934293426E2,-4.525521398E-2,6.883702278E-1,-2.710456848E-1
2.934341921E2,6.361994147E-2,7.443959713E-1,-8.097648621E-2
2.934390408E2,1.878767908E-1,7.473857403E-1,1.736297607E-1
2.934438904E2,3.108080328E-1,7.114746571E-1,4.784622192E-1
2.934487408E2,4.735122025E-1,6.411094666E-1,8.455562592E-1
